level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
4,Math,Equivalent Fractions,Easy,Which fraction is equivalent to 4/5?,9/10,5/5,8/11,8/10,D,4/5 = 8/10 (multiply numerator and denominator by 2).
4,Math,Equivalent Fractions,Medium,Which fraction is equivalent to 1/2?,5/8,4/9,2/2,4/8,D,1/2 = 4/8 (multiply numerator and denominator by 4).
4,Math,Equivalent Fractions,Hard,Which fraction is equivalent to 2/5?,3/5,7/15,6/15,6/16,C,2/5 = 6/15 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Easy,Which fraction is equivalent to 2/5?,3/5,6/15,7/15,6/16,B,2/5 = 6/15 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Medium,Which fraction is equivalent to 4/6?,8/13,9/12,8/12,5/6,C,4/6 = 8/12 (multiply numerator and denominator by 2).
4,Math,Equivalent Fractions,Hard,Which fraction is equivalent to 3/6?,10/18,9/18,9/19,4/6,B,3/6 = 9/18 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Easy,Which fraction is equivalent to 1/4?,2/4,2/8,3/8,2/9,B,1/4 = 2/8 (multiply numerator and denominator by 2).
4,Math,Equivalent Fractions,Medium,Which fraction is equivalent to 2/5?,4/11,4/10,5/10,3/5,B,2/5 = 4/10 (multiply numerator and denominator by 2).
4,Math,Equivalent Fractions,Hard,Which fraction is equivalent to 3/2?,4/2,13/8,12/9,12/8,D,3/2 = 12/8 (multiply numerator and denominator by 4).
4,Math,Equivalent Fractions,Easy,Which fraction is equivalent to 3/4?,9/13,4/4,9/12,10/12,C,3/4 = 9/12 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Medium,Which fraction is equivalent to 1/2?,4/9,4/8,5/8,2/2,B,1/2 = 4/8 (multiply numerator and denominator by 4).
4,Math,Equivalent Fractions,Hard,Which fraction is equivalent to 3/4?,13/16,4/4,12/17,12/16,D,3/4 = 12/16 (multiply numerator and denominator by 4).
4,Math,Equivalent Fractions,Easy,Which fraction is equivalent to 1/4?,2/9,3/8,2/8,2/4,C,1/4 = 2/8 (multiply numerator and denominator by 2).
4,Math,Equivalent Fractions,Medium,Which fraction is equivalent to 1/4?,4/16,5/16,2/4,4/17,A,1/4 = 4/16 (multiply numerator and denominator by 4).
4,Math,Equivalent Fractions,Hard,Which fraction is equivalent to 2/3?,3/3,4/7,4/6,5/6,C,2/3 = 4/6 (multiply numerator and denominator by 2).
4,Math,Equivalent Fractions,Easy,Which fraction is equivalent to 1/5?,2/5,3/16,3/15,4/15,C,1/5 = 3/15 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Medium,Which fraction is equivalent to 3/2?,10/6,9/6,9/7,4/2,B,3/2 = 9/6 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Hard,Which fraction is equivalent to 3/3?,10/9,9/10,4/3,9/9,D,3/3 = 9/9 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Easy,Which fraction is equivalent to 3/5?,10/15,4/5,9/15,9/16,C,3/5 = 9/15 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Medium,Which fraction is equivalent to 1/3?,4/9,3/9,3/10,2/3,B,1/3 = 3/9 (multiply numerator and denominator by 3).
4,Math,Equivalent Fractions,Hard,Which fraction is equivalent to 2/2?,3/2,7/6,6/7,6/6,D,2/2 = 6/6 (multiply numerator and denominator by 3).
4,Math,Decimal Intro,Easy,What is the decimal for 1 and 6 tenths?,1.7,1.5,1.6,1.8,C,1 and 6 tenths = 1.6.
4,Math,Decimal Intro,Medium,What is the decimal for 3 and 4 tenths?,3.5,3.3,3.4,3.6,C,3 and 4 tenths = 3.4.
4,Math,Decimal Intro,Hard,What is the decimal for 2 and 8 tenths?,2.9,2.7,3.0,2.8,D,2 and 8 tenths = 2.8.
4,Math,Decimal Intro,Easy,What is the decimal for 6 and 2 tenths?,6.2,6.4,6.3,6.1,A,6 and 2 tenths = 6.2.
4,Math,Decimal Intro,Medium,What is the decimal for 5 and 4 tenths?,5.6,5.3,5.4,5.5,C,5 and 4 tenths = 5.4.
4,Math,Decimal Intro,Hard,What is the decimal for 5 and 8 tenths?,5.8,5.9,6.0,5.7,A,5 and 8 tenths = 5.8.
4,Math,Decimal Intro,Easy,What is the decimal for 2 and 3 tenths?,2.4,2.2,2.3,2.5,C,2 and 3 tenths = 2.3.
4,Math,Decimal Intro,Medium,What is the decimal for 3 and 2 tenths?,3.3,3.4,3.1,3.2,D,3 and 2 tenths = 3.2.
4,Math,Decimal Intro,Hard,What is the decimal for 8 and 9 tenths?,9.0,8.9,8.8,9.1,B,8 and 9 tenths = 8.9.
4,Math,Decimal Intro,Easy,What is the decimal for 7 and 4 tenths?,7.4,7.6,7.5,7.3,A,7 and 4 tenths = 7.4.
4,Math,Decimal Intro,Medium,What is the decimal for 7 and 2 tenths?,7.3,7.4,7.1,7.2,D,7 and 2 tenths = 7.2.
4,Math,Decimal Intro,Hard,What is the decimal for 8 and 2 tenths?,8.4,8.1,8.2,8.3,C,8 and 2 tenths = 8.2.
4,Math,Decimal Intro,Easy,What is the decimal for 3 and 5 tenths?,3.6,3.5,3.7,3.4,B,3 and 5 tenths = 3.5.
4,Math,Decimal Intro,Medium,What is the decimal for 2 and 7 tenths?,2.8,2.7,2.6,2.9,B,2 and 7 tenths = 2.7.
4,Math,Decimal Intro,Hard,What is the decimal for 7 and 3 tenths?,7.4,7.5,7.3,7.2,C,7 and 3 tenths = 7.3.
4,Math,Decimal Intro,Easy,What is the decimal for 8 and 1 tenths?,8.0,8.2,8.3,8.1,D,8 and 1 tenths = 8.1.
4,Math,Decimal Intro,Medium,What is the decimal for 8 and 7 tenths?,8.8,8.6,8.7,8.9,C,8 and 7 tenths = 8.7.
4,Math,Decimal Intro,Hard,What is the decimal for 9 and 3 tenths?,9.2,9.4,9.5,9.3,D,9 and 3 tenths = 9.3.
4,Math,Decimal Intro,Easy,What is the decimal for 3 and 5 tenths?,3.7,3.6,3.5,3.4,C,3 and 5 tenths = 3.5.
4,Math,Decimal Intro,Medium,What is the decimal for 4 and 1 tenths?,4.1,4.3,4.2,4.0,A,4 and 1 tenths = 4.1.
4,Math,Decimal Intro,Hard,What is the decimal for 8 and 6 tenths?,8.7,8.5,8.8,8.6,D,8 and 6 tenths = 8.6.
4,Math,Decimal Intro,Easy,What is the decimal for 6 and 5 tenths?,6.7,6.4,6.5,6.6,C,6 and 5 tenths = 6.5.
4,Math,Decimal Intro,Medium,What is the decimal for 3 and 1 tenths?,3.2,3.1,3.0,3.3,B,3 and 1 tenths = 3.1.
4,Math,Decimal Intro,Hard,What is the decimal for 3 and 2 tenths?,3.1,3.3,3.4,3.2,D,3 and 2 tenths = 3.2.
4,Math,Decimal Intro,Easy,What is the decimal for 3 and 1 tenths?,3.3,3.1,3.2,3.0,B,3 and 1 tenths = 3.1.
4,Math,Decimal Intro,Medium,What is the decimal for 6 and 9 tenths?,7.0,7.1,6.9,6.8,C,6 and 9 tenths = 6.9.
4,Math,Decimal Intro,Hard,What is the decimal for 9 and 2 tenths?,9.3,9.4,9.2,9.1,C,9 and 2 tenths = 9.2.
4,Math,Decimal Intro,Easy,What is the decimal for 3 and 8 tenths?,3.8,4.0,3.7,3.9,A,3 and 8 tenths = 3.8.
4,Math,Decimal Intro,Medium,What is the decimal for 4 and 3 tenths?,4.2,4.3,4.5,4.4,B,4 and 3 tenths = 4.3.
4,Math,Decimal Intro,Hard,What is the decimal for 7 and 6 tenths?,7.8,7.5,7.7,7.6,D,7 and 6 tenths = 7.6.
4,Math,Decimal Intro,Easy,What is the decimal for 4 and 7 tenths?,4.6,4.9,4.8,4.7,D,4 and 7 tenths = 4.7.
4,Math,Decimal Intro,Medium,What is the decimal for 6 and 2 tenths?,6.2,6.4,6.1,6.3,A,6 and 2 tenths = 6.2.
4,Math,Decimal Intro,Hard,What is the decimal for 3 and 4 tenths?,3.4,3.3,3.6,3.5,A,3 and 4 tenths = 3.4.
4,Math,Angles & Geometry,Easy,A right angle measures:,180°,90°,270°,45°,B,A right angle measures 90°.
4,Math,Angles & Geometry,Medium,A acute angle measures:,180°,45°,90°,135°,B,A acute angle measures 45°.
4,Math,Angles & Geometry,Hard,A obtuse angle measures:,90°,180°,120°,45°,C,A obtuse angle measures 120°.
4,Math,Angles & Geometry,Easy,A straight angle measures:,45°,270°,90°,180°,D,A straight angle measures 180°.
4,Math,Angles & Geometry,Medium,A right angle measures:,270°,180°,45°,90°,D,A right angle measures 90°.
4,Math,Angles & Geometry,Hard,A acute angle measures:,135°,90°,45°,180°,C,A acute angle measures 45°.
4,Math,Angles & Geometry,Easy,A obtuse angle measures:,45°,120°,180°,90°,B,A obtuse angle measures 120°.
4,Math,Angles & Geometry,Medium,A straight angle measures:,270°,180°,45°,90°,B,A straight angle measures 180°.
4,Math,Angles & Geometry,Hard,A right angle measures:,270°,180°,45°,90°,D,A right angle measures 90°.
4,Math,Angles & Geometry,Easy,A acute angle measures:,45°,180°,135°,90°,A,A acute angle measures 45°.
4,Math,Angles & Geometry,Medium,A obtuse angle measures:,45°,120°,90°,180°,B,A obtuse angle measures 120°.
4,Math,Angles & Geometry,Hard,A straight angle measures:,90°,180°,45°,270°,B,A straight angle measures 180°.
4,Math,Angles & Geometry,Easy,A right angle measures:,90°,180°,270°,45°,A,A right angle measures 90°.
4,Math,Angles & Geometry,Medium,A acute angle measures:,180°,45°,135°,90°,B,A acute angle measures 45°.
4,Math,Angles & Geometry,Hard,A obtuse angle measures:,45°,180°,90°,120°,D,A obtuse angle measures 120°.
4,Math,Angles & Geometry,Easy,A straight angle measures:,45°,270°,90°,180°,D,A straight angle measures 180°.
4,Math,Angles & Geometry,Medium,A right angle measures:,90°,45°,180°,270°,A,A right angle measures 90°.
4,Math,Angles & Geometry,Hard,A acute angle measures:,90°,45°,135°,180°,B,A acute angle measures 45°.
4,Math,Angles & Geometry,Easy,A obtuse angle measures:,45°,120°,90°,180°,B,A obtuse angle measures 120°.
4,Math,Angles & Geometry,Medium,A straight angle measures:,90°,270°,45°,180°,D,A straight angle measures 180°.
4,Math,Angles & Geometry,Hard,A right angle measures:,45°,180°,90°,270°,C,A right angle measures 90°.
4,Math,Angles & Geometry,Easy,A acute angle measures:,180°,45°,90°,135°,B,A acute angle measures 45°.
4,Math,Angles & Geometry,Medium,A obtuse angle measures:,45°,90°,180°,120°,D,A obtuse angle measures 120°.
4,Math,Angles & Geometry,Hard,A straight angle measures:,270°,90°,180°,45°,C,A straight angle measures 180°.
4,Math,Angles & Geometry,Easy,A right angle measures:,270°,180°,45°,90°,D,A right angle measures 90°.
4,Math,Angles & Geometry,Medium,A acute angle measures:,45°,180°,135°,90°,A,A acute angle measures 45°.
4,Math,Angles & Geometry,Hard,A obtuse angle measures:,120°,45°,180°,90°,A,A obtuse angle measures 120°.
4,Math,Angles & Geometry,Easy,A straight angle measures:,90°,270°,45°,180°,D,A straight angle measures 180°.
4,Math,Angles & Geometry,Medium,A right angle measures:,90°,45°,180°,270°,A,A right angle measures 90°.
4,Math,Angles & Geometry,Hard,A acute angle measures:,180°,135°,90°,45°,D,A acute angle measures 45°.
4,Math,Angles & Geometry,Easy,A obtuse angle measures:,90°,120°,180°,45°,B,A obtuse angle measures 120°.
4,Math,Angles & Geometry,Medium,A straight angle measures:,270°,90°,45°,180°,D,A straight angle measures 180°.
4,Math,Angles & Geometry,Hard,A right angle measures:,270°,45°,180°,90°,D,A right angle measures 90°.
4,Math,Factors & Multiples,Easy,How many factors does 51 have?,6,4,9,7,B,"The factors of 51 are: 1, 3, 17, 51. That's 4 factors."
4,Math,Factors & Multiples,Medium,How many factors does 38 have?,1,4,8,7,B,"The factors of 38 are: 1, 2, 19, 38. That's 4 factors."
4,Math,Factors & Multiples,Hard,How many factors does 57 have?,4,1,2,8,A,"The factors of 57 are: 1, 3, 19, 57. That's 4 factors."
4,Math,Factors & Multiples,Easy,How many factors does 52 have?,10,3,1,6,D,"The factors of 52 are: 1, 2, 4, 13, 26, 52. That's 6 factors."
4,Math,Factors & Multiples,Medium,How many factors does 26 have?,7,5,9,4,D,"The factors of 26 are: 1, 2, 13, 26. That's 4 factors."
4,Math,Factors & Multiples,Hard,How many factors does 34 have?,4,2,8,1,A,"The factors of 34 are: 1, 2, 17, 34. That's 4 factors."
4,Math,Factors & Multiples,Easy,How many factors does 30 have?,8,3,9,7,A,"The factors of 30 are: 1, 2, 3, 5, 6, 10, 15, 30. That's 8 factors."
4,Math,Factors & Multiples,Medium,How many factors does 24 have?,12,3,8,5,C,"The factors of 24 are: 1, 2, 3, 4, 6, 8, 12, 24. That's 8 factors."
4,Math,Factors & Multiples,Hard,How many factors does 42 have?,12,13,8,4,C,"The factors of 42 are: 1, 2, 3, 6, 7, 14, 21, 42. That's 8 factors."
4,Math,Factors & Multiples,Easy,How many factors does 16 have?,8,10,5,7,C,"The factors of 16 are: 1, 2, 4, 8, 16. That's 5 factors."
4,Math,Factors & Multiples,Medium,How many factors does 60 have?,17,14,12,7,C,"The factors of 60 are: 1, 2, 3, 4, 5, 6, 10, 12, 15, 20, 30, 60. That's 12 factors."
4,Math,Factors & Multiples,Hard,How many factors does 17 have?,2,3,4,5,A,"The factors of 17 are: 1, 17. That's 2 factors."
4,Math,Factors & Multiples,Easy,How many factors does 40 have?,12,10,6,8,D,"The factors of 40 are: 1, 2, 4, 5, 8, 10, 20, 40. That's 8 factors."
4,Math,Factors & Multiples,Medium,How many factors does 55 have?,6,4,7,2,B,"The factors of 55 are: 1, 5, 11, 55. That's 4 factors."
4,Math,Factors & Multiples,Hard,How many factors does 34 have?,3,4,5,6,B,"The factors of 34 are: 1, 2, 17, 34. That's 4 factors."
4,Math,Factors & Multiples,Easy,How many factors does 40 have?,8,6,10,5,A,"The factors of 40 are: 1, 2, 4, 5, 8, 10, 20, 40. That's 8 factors."
4,Math,Factors & Multiples,Medium,How many factors does 45 have?,6,10,5,3,A,"The factors of 45 are: 1, 3, 5, 9, 15, 45. That's 6 factors."
4,Math,Factors & Multiples,Hard,How many factors does 20 have?,8,3,9,6,D,"The factors of 20 are: 1, 2, 4, 5, 10, 20. That's 6 factors."
4,Math,Factors & Multiples,Easy,How many factors does 30 have?,13,10,8,4,C,"The factors of 30 are: 1, 2, 3, 5, 6, 10, 15, 30. That's 8 factors."
4,Math,Factors & Multiples,Medium,How many factors does 22 have?,7,2,4,5,C,"The factors of 22 are: 1, 2, 11, 22. That's 4 factors."
4,Math,Factors & Multiples,Hard,How many factors does 23 have?,3,7,2,6,C,"The factors of 23 are: 1, 23. That's 2 factors."
4,Math,Factors & Multiples,Easy,How many factors does 13 have?,2,4,7,5,A,"The factors of 13 are: 1, 13. That's 2 factors."
4,Math,Factors & Multiples,Medium,How many factors does 54 have?,9,12,4,8,D,"The factors of 54 are: 1, 2, 3, 6, 9, 18, 27, 54. That's 8 factors."
4,Math,Factors & Multiples,Hard,How many factors does 42 have?,12,9,3,8,D,"The factors of 42 are: 1, 2, 3, 6, 7, 14, 21, 42. That's 8 factors."
4,Math,Factors & Multiples,Easy,How many factors does 38 have?,4,3,6,9,A,"The factors of 38 are: 1, 2, 19, 38. That's 4 factors."
4,Math,Factors & Multiples,Medium,How many factors does 16 have?,5,2,6,1,A,"The factors of 16 are: 1, 2, 4, 8, 16. That's 5 factors."
4,Math,Factors & Multiples,Hard,How many factors does 38 have?,9,4,5,6,B,"The factors of 38 are: 1, 2, 19, 38. That's 4 factors."
4,Math,Factors & Multiples,Easy,How many factors does 48 have?,15,14,10,5,C,"The factors of 48 are: 1, 2, 3, 4, 6, 8, 12, 16, 24, 48. That's 10 factors."
4,Math,Factors & Multiples,Medium,How many factors does 27 have?,6,9,4,3,C,"The factors of 27 are: 1, 3, 9, 27. That's 4 factors."
4,Math,Factors & Multiples,Hard,How many factors does 48 have?,15,12,9,10,D,"The factors of 48 are: 1, 2, 3, 4, 6, 8, 12, 16, 24, 48. That's 10 factors."
4,Math,Factors & Multiples,Easy,How many factors does 43 have?,1,2,5,3,B,"The factors of 43 are: 1, 43. That's 2 factors."
4,Math,Factors & Multiples,Medium,How many factors does 20 have?,2,6,10,7,B,"The factors of 20 are: 1, 2, 4, 5, 10, 20. That's 6 factors."
4,Math,Factors & Multiples,Hard,How many factors does 14 have?,6,9,8,4,D,"The factors of 14 are: 1, 2, 7, 14. That's 4 factors."
5,Math,Fraction Operations,Easy,What is 3/5 − 2/5?,4/5,1/5,2/5,3/6,B,3/5 − 2/5 = 1/5
5,Math,Fraction Operations,Medium,What is 3/5 − 2/5?,4/5,1/5,3/6,2/5,B,3/5 − 2/5 = 1/5
5,Math,Fraction Operations,Hard,What is 7/8 + 7/8?,1 6/8,7/9,7/8,8/8,A,7/8 + 7/8 = 14/8
5,Math,Fraction Operations,Easy,What is 1/4 − 1/4?,2/4,1/5,0,1/4,C,1/4 − 1/4 = 0/4
5,Math,Fraction Operations,Medium,What is 1/2 + 1/2?,1/3,2/2,1,1/2,C,1/2 + 1/2 = 2/2
5,Math,Fraction Operations,Hard,What is 5/7 + 4/7?,5/8,4/7,6/7,1 2/7,D,5/7 + 4/7 = 9/7
5,Math,Fraction Operations,Easy,What is 5/8 − 4/8?,1/8,5/9,4/8,6/8,A,5/8 − 4/8 = 1/8
5,Math,Fraction Operations,Medium,What is 4/6 + 2/6?,5/6,1,2/6,4/7,B,4/6 + 2/6 = 6/6
5,Math,Fraction Operations,Hard,What is 4/7 + 5/7?,4/8,5/7,1 2/7,10/7,C,4/7 + 5/7 = 9/7
5,Math,Fraction Operations,Easy,What is 2/3 − 2/3?,2/4,3/3,0,2/3,C,2/3 − 2/3 = 0/3
5,Math,Fraction Operations,Medium,What is 5/6 + 4/6?,1 3/6,4/6,6/6,5/7,A,5/6 + 4/6 = 9/6
5,Math,Fraction Operations,Hard,What is 1/7 + 1/7?,2/7,1/8,1/7,3/7,A,1/7 + 1/7 = 2/7
5,Math,Fraction Operations,Easy,What is 1/2 + 1/2?,1,1/2,1/3,2/2,A,1/2 + 1/2 = 2/2
5,Math,Fraction Operations,Medium,What is 2/3 − 1/3?,1/3,2/4,3/3,2/3,A,2/3 − 1/3 = 1/3
5,Math,Fraction Operations,Hard,What is 4/5 − 3/5?,4/6,3/5,1/5,5/5,C,4/5 − 3/5 = 1/5
5,Math,Fraction Operations,Easy,What is 2/6 − 2/6?,3/6,2/6,0,2/7,C,2/6 − 2/6 = 0/6
5,Math,Fraction Operations,Medium,What is 1/2 + 1/2?,2/2,1,1/3,1/2,B,1/2 + 1/2 = 2/2
5,Math,Fraction Operations,Hard,What is 3/4 − 2/4?,3/5,1/4,4/4,2/4,B,3/4 − 2/4 = 1/4
5,Math,Fraction Operations,Easy,What is 2/4 − 1/4?,3/4,2/5,1/4,2/4,C,2/4 − 1/4 = 1/4
5,Math,Fraction Operations,Medium,What is 4/5 − 1/5?,4/6,3/5,5/5,1/5,B,4/5 − 1/5 = 3/5
5,Math,Fraction Operations,Hard,What is 2/4 − 1/4?,3/4,1/4,2/5,2/4,B,2/4 − 1/4 = 1/4
5,Math,Fraction Operations,Easy,What is 1/2 − 1/2?,1/3,1/2,2/2,0,D,1/2 − 1/2 = 0/2
5,Math,Fraction Operations,Medium,What is 3/5 − 2/5?,2/5,4/5,1/5,3/6,C,3/5 − 2/5 = 1/5
5,Math,Fraction Operations,Hard,What is 1/3 + 2/3?,2/3,1/4,1,4/3,C,1/3 + 2/3 = 3/3
5,Math,Fraction Operations,Easy,What is 1/3 − 1/3?,0,2/3,1/4,1/3,A,1/3 − 1/3 = 0/3
5,Math,Fraction Operations,Medium,What is 1/3 − 1/3?,0,2/3,1/3,1/4,A,1/3 − 1/3 = 0/3
5,Math,Fraction Operations,Hard,What is 2/3 − 1/3?,1/3,3/3,2/4,2/3,A,2/3 − 1/3 = 1/3
5,Math,Fraction Operations,Easy,What is 1/6 + 2/6?,3/6,1/7,2/6,4/6,A,1/6 + 2/6 = 3/6
5,Math,Fraction Operations,Medium,What is 1/2 − 1/2?,0,1/3,2/2,1/2,A,1/2 − 1/2 = 0/2
5,Math,Fraction Operations,Hard,What is 3/8 + 1/8?,1/8,3/9,4/8,5/8,C,3/8 + 1/8 = 4/8
5,Math,Fraction Operations,Easy,What is 2/4 + 1/4?,2/5,1/4,3/4,4/4,C,2/4 + 1/4 = 3/4
5,Math,Fraction Operations,Medium,What is 3/7 + 1/7?,4/7,1/7,3/8,5/7,A,3/7 + 1/7 = 4/7
5,Math,Fraction Operations,Hard,What is 2/4 − 1/4?,2/5,1/4,3/4,2/4,B,2/4 − 1/4 = 1/4
5,Math,Fraction Operations,Easy,What is 4/5 − 1/5?,1/5,4/6,3/5,5/5,C,4/5 − 1/5 = 3/5
5,Math,Decimal Operations,Easy,What is 8.1 + 3.7?,11.3,12.3,12.8,11.8,D,8.1 + 3.7 = 11.8
5,Math,Decimal Operations,Medium,What is 7.7 − 4.5?,2.7,3.7,4.2,3.2,D,7.7 − 4.5 = 3.2
5,Math,Decimal Operations,Hard,What is 9.8 − 4.4?,6.4,5.9,5.4,4.9,C,9.8 − 4.4 = 5.4
5,Math,Decimal Operations,Easy,What is 6.7 − 1.1?,5.1,6.1,6.6,5.6,D,6.7 − 1.1 = 5.6
5,Math,Decimal Operations,Medium,What is 1.3 + 9.5?,10.3,11.3,10.8,11.8,C,1.3 + 9.5 = 10.8
5,Math,Decimal Operations,Hard,What is 9.5 + 5.6?,15.1,14.6,15.6,16.1,A,9.5 + 5.6 = 15.1
5,Math,Decimal Operations,Easy,What is 3.8 × 0.9?,3.92,3.42,4.42,2.92,B,3.8 × 0.9 = 3.42
5,Math,Decimal Operations,Medium,What is 5.5 − 1.6?,3.4,4.9,4.4,3.9,D,5.5 − 1.6 = 3.9
5,Math,Decimal Operations,Hard,What is 5.3 − 2.6?,2.7,2.2,3.2,3.7,A,5.3 − 2.6 = 2.7
5,Math,Decimal Operations,Easy,What is 9.9 − 5.0?,4.9,4.4,5.4,5.9,A,9.9 − 5.0 = 4.9
5,Math,Decimal Operations,Medium,What is 18.6 × 0.5?,9.8,8.8,10.3,9.3,D,18.6 × 0.5 = 9.3
5,Math,Decimal Operations,Hard,What is 2.5 − 1.7?,1.3,0.8,1.8,0.3,B,2.5 − 1.7 = 0.8
5,Math,Decimal Operations,Easy,What is 17.3 + 1.0?,17.8,18.3,18.8,19.3,B,17.3 + 1.0 = 18.3
5,Math,Decimal Operations,Medium,What is 7.6 + 1.3?,8.9,9.4,9.9,8.4,A,7.6 + 1.3 = 8.9
5,Math,Decimal Operations,Hard,What is 14.1 × 1.3?,17.83,18.83,18.33,19.33,C,14.1 × 1.3 = 18.33
5,Math,Decimal Operations,Easy,What is 18.9 − 9.8?,8.6,9.1,9.6,10.1,B,18.9 − 9.8 = 9.1
5,Math,Decimal Operations,Medium,What is 8.5 × 0.3?,3.55,2.05,3.05,2.55,D,8.5 × 0.3 = 2.55
5,Math,Decimal Operations,Hard,What is 3.8 + 6.6?,10.4,10.9,9.9,11.4,A,3.8 + 6.6 = 10.4
5,Math,Decimal Operations,Easy,What is 14.7 − 5.7?,9.0,10.0,9.5,8.5,A,14.7 − 5.7 = 9.0
5,Math,Decimal Operations,Medium,What is 4.1 × 0.2?,1.32,0.32,1.82,0.82,D,4.1 × 0.2 = 0.82
5,Math,Decimal Operations,Hard,What is 2.9 × 0.4?,1.16,0.66,2.16,1.66,A,2.9 × 0.4 = 1.16
5,Math,Decimal Operations,Easy,What is 9.8 − 6.0?,4.8,4.3,3.3,3.8,D,9.8 − 6.0 = 3.8
5,Math,Decimal Operations,Medium,What is 2.8 − 1.0?,1.3,2.3,1.8,2.8,C,2.8 − 1.0 = 1.8
5,Math,Decimal Operations,Hard,What is 6.7 − 4.2?,2.5,3.5,3.0,2.0,A,6.7 − 4.2 = 2.5
5,Math,Decimal Operations,Easy,What is 11.3 + 1.2?,13.0,13.5,12.5,12.0,C,11.3 + 1.2 = 12.5
5,Math,Decimal Operations,Medium,What is 13.1 × 0.5?,6.05,7.55,6.55,7.05,C,13.1 × 0.5 = 6.55
5,Math,Decimal Operations,Hard,What is 1.4 × 0.6?,1.34,1.84,0.34,0.84,D,1.4 × 0.6 = 0.84
5,Math,Decimal Operations,Easy,What is 5.3 × 1.3?,7.89,7.39,6.89,6.39,C,5.3 × 1.3 = 6.89
5,Math,Decimal Operations,Medium,What is 3.3 × 1.9?,5.77,7.27,6.27,6.77,C,3.3 × 1.9 = 6.27
5,Math,Decimal Operations,Hard,What is 13.2 − 7.7?,6.5,5.0,6.0,5.5,D,13.2 − 7.7 = 5.5
5,Math,Decimal Operations,Easy,What is 1.1 + 9.6?,10.2,10.7,11.2,11.7,B,1.1 + 9.6 = 10.7
5,Math,Decimal Operations,Medium,What is 4.9 + 5.9?,11.3,10.8,10.3,11.8,B,4.9 + 5.9 = 10.8
5,Math,Decimal Operations,Hard,What is 14.3 + 7.4?,21.7,22.7,22.2,21.2,A,14.3 + 7.4 = 21.7
5,Math,Decimal Operations,Easy,What is 4.5 − 2.8?,2.2,1.7,2.7,1.2,B,4.5 − 2.8 = 1.7
5,Math,Volume of Rectangular Prisms,Easy,What is the volume of a box that is 8×5×4?,145,160,175,140,B,Volume = l×w×h = 8×5×4 = 160 cubic units.
5,Math,Volume of Rectangular Prisms,Medium,What is the volume of a box that is 2×2×3?,32,12,27,22,B,Volume = l×w×h = 2×2×3 = 12 cubic units.
5,Math,Volume of Rectangular Prisms,Hard,What is the volume of a box that is 2×2×5?,25,40,20,45,C,Volume = l×w×h = 2×2×5 = 20 cubic units.
5,Math,Volume of Rectangular Prisms,Easy,What is the volume of a box that is 4×5×5?,100,85,105,125,A,Volume = l×w×h = 4×5×5 = 100 cubic units.
5,Math,Volume of Rectangular Prisms,Medium,What is the volume of a box that is 8×4×5?,160,135,165,185,A,Volume = l×w×h = 8×4×5 = 160 cubic units.
5,Math,Volume of Rectangular Prisms,Hard,What is the volume of a box that is 2×2×2?,13,3,8,33,C,Volume = l×w×h = 2×2×2 = 8 cubic units.
5,Math,Volume of Rectangular Prisms,Easy,What is the volume of a box that is 7×5×3?,130,105,80,120,B,Volume = l×w×h = 7×5×3 = 105 cubic units.
5,Math,Volume of Rectangular Prisms,Medium,What is the volume of a box that is 2×4×4?,32,42,27,12,A,Volume = l×w×h = 2×4×4 = 32 cubic units.
5,Math,Volume of Rectangular Prisms,Hard,What is the volume of a box that is 8×6×2?,106,96,111,121,B,Volume = l×w×h = 8×6×2 = 96 cubic units.
5,Math,Volume of Rectangular Prisms,Easy,What is the volume of a box that is 5×6×2?,65,60,75,50,B,Volume = l×w×h = 5×6×2 = 60 cubic units.
5,Math,Volume of Rectangular Prisms,Medium,What is the volume of a box that is 5×6×2?,85,50,60,40,C,Volume = l×w×h = 5×6×2 = 60 cubic units.
5,Math,Volume of Rectangular Prisms,Hard,What is the volume of a box that is 2×6×2?,49,9,24,44,C,Volume = l×w×h = 2×6×2 = 24 cubic units.
5,Math,Volume of Rectangular Prisms,Easy,What is the volume of a box that is 2×5×5?,40,65,70,50,D,Volume = l×w×h = 2×5×5 = 50 cubic units.
5,Math,Volume of Rectangular Prisms,Medium,What is the volume of a box that is 8×5×5?,185,175,200,215,C,Volume = l×w×h = 8×5×5 = 200 cubic units.
5,Math,Volume of Rectangular Prisms,Hard,What is the volume of a box that is 2×5×2?,20,35,40,10,A,Volume = l×w×h = 2×5×2 = 20 cubic units.
5,Math,Volume of Rectangular Prisms,Easy,What is the volume of a box that is 5×4×2?,40,65,45,55,A,Volume = l×w×h = 5×4×2 = 40 cubic units.
5,Math,Volume of Rectangular Prisms,Medium,What is the volume of a box that is 2×4×2?,16,31,11,6,A,Volume = l×w×h = 2×4×2 = 16 cubic units.
